Año;Institucion licitante;Procedimientos iniciados;Procedimientos licitados;Monto adjudicado en colones;Porcentaje
2020;JUNTA ADMINISTRATIVA DEL SERVICIO ELECTRICO MUNICIPAL DE CARTAGO (JASE;131;99;1925251240;0.17
2020;INSTITUTO COSTARRICENSE SOBRE DROGAS;131;109;1905259738;0.17
2020;SISTEMA NACIONAL DE AREAS DE CONSERVACION;93;89;1883293863;0.17
2020;DIRECCION NACIONAL DE CENTROS DE EDUCACION Y NUTRICION Y DE CENTROS DE;69;61;1865655436;0.17
2020;PROMOTORA DE COMERCIO EXTERIOR DE COSTA RICA;58;62;1800076060;0.16
2020;MUNICIPALIDAD DE SARAPIQUI;358;298;1746296892;0.15
2020;CONSEJO NACIONAL DE PERSONAS CON DISCAPACIDAD (CONAPDIS);166;144;1687945300;0.15
2020;MINISTERIO DE CULTURA Y JUVENTUD;174;144;1659726859;0.15
2020;MUNICIPALIDAD DE TARRAZU;70;57;1609856562;0.14
2020;HOSPITAL MONSEÑOR SANABRIA;115;99;1495223110;0.13
2020;HOSPITAL DOCTOR FERNANDO ESCALANTE PRADILLA;186;172;1441384518;0.13
2020;INSTITUTO COSTARRICENSE DEL DEPORTE Y LA RECREACION (ICODER);73;41;1414690115;0.13
2020;MUNICIPALIDAD DE ESCAZU;229;144;1414389817;0.13
2020;MUNICIPALIDAD DE ESPARZA;166;136;1411673867;0.13
2020;MINISTERIO DE EDUCACION PUBLICA;112;95;1392551334;0.12
2020;MUNICIPALIDAD DE LA UNION;208;159;1383915761;0.12
2020;MUNICIPALIDAD DE COTO BRUS;142;112;1360216494;0.12
2020;HOSPITAL CARLOS VALVERDE VEGA;114;104;1356361392;0.12
2020;MUNICIPALIDAD DE GUACIMO;159;108;1279946485;0.11
2020;ASAMBLEA LEGISLATIVA;86;79;1254333667;0.11
2020;MUNICIPALIDAD DE ASERRI;234;191;1238940701;0.11
2020;MUNICIPALIDAD DE LA CRUZ GUANACASTE;135;122;1228559221;0.11
2020;MUNICIPALIDAD DE SAN RAMON;139;115;1217326920;0.11
2020;HOSPITAL DE LA ANEXION;55;52;1216466289;0.11
2020;PATRONATO DE CONSTRUCCIONES INSTALACIONES Y ADQ DE BIENES;28;17;1216353993;0.11
2020;MUNICIPALIDAD DE SAN RAFAEL DE HEREDIA;227;189;1179992325;0.1
2020;MUNICIPALIDAD DE CARRILLO GUANACASTE;217;165;1168238851;0.1
2020;MUNICIPALIDAD DE SAN CARLOS;376;328;1145072605;0.1
2020;MUNICIPALIDAD DE LIMON;192;135;1137170307;0.1
2020;CONSEJO NACIONAL DE RECTORES (CONARE);154;119;1131712026;0.1
2020;CENTRO NACIONAL DE LA MUSICA;65;47;1125247941;0.1
2020;MUNICIPALIDAD DE GRECIA;533;478;1122759284;0.1
2020;MUNICIPALIDAD DE TURRIALBA;291;258;1119998420;0.1
2020;CORREOS DE COSTA RICA SA;98;80;1099680124;0.1
2020;MUNICIPALIDAD DE BAGACES;73;63;1083684740;0.1
2020;HOSPITAL DE CIUDAD NEILY;78;70;1057979019;0.09
2020;HOSPITAL SAN FRANCISCO DE ASIS. GRECIA;74;70;1036139142;0.09
2020;HOSPITAL DE LAS MUJERES ADOLFO CARIT EVA;110;104;1032992444;0.09
2020;HOSPITAL DE GOLFITO;67;65;1010296191;0.09
2020;SERVICIO NACIONAL DE SALUD ANIMAL;69;62;1000499479;0.09
2020;HOSPITAL DE SAN CARLOS;50;49;999091534;0.09
2020;COMISION NACIONAL DE PRESTAMOS PARA EDUCACION;143;127;967395886;0.09
2020;MUNICIPALIDAD DE UPALA;101;75;966999746;0.09
2020;UNIVERSIDAD TECNICA NACIONAL (UTN);325;260;956281727;0.08
2020;INSTITUTO NACIONAL DE ESTADISTICAS Y CENSOS;153;125;944254344;0.08
2020;MUNICIPALIDAD DE CAÑAS;271;267;941635126;0.08
2020;MUNICIPALIDAD DE MONTES DE ORO;239;237;916914402;0.08
2020;HOSPITAL WILLIAM ALLEN T DE TURRIALBA;46;38;903915895;0.08
2020;MUNICIPALIDAD DE SANTO DOMINGO DE HEREDIA;235;197;884775257;0.08
2020;MUNICIPALIDAD DE CORREDORES;69;59;863868464;0.08
2020;MUNICIPALIDAD DE MONTES DE OCA;270;203;847797219;0.08
2020;SISTEMA NACIONAL DE RADIO Y TELEVISION SOCIEDAD ANONIMA (SINART);51;41;808522803;0.07
2020;MUNICIPALIDAD DE PURISCAL;87;72;808467974;0.07
2020;JUNTA ADMINISTRATIVA DEL ARCHIVO NACIONAL;113;83;796934214;0.07
2020;INSTITUTO SOBRE ALCOHOLISMO Y FARMACODEPENDENCIA;157;110;792389851;0.07
2020;MUNICIPALIDAD DE MORAVIA;344;252;772562123;0.07
2020;HOSPITAL NACIONAL DE GERIATRIA Y GERONTOLOGIA DOCTOR RAUL BLANCO CERVA;116;108;766371277;0.07
2020;MUNICIPALIDAD DE BARVA;29;24;758446248;0.07
2020;CONCEJO MUNICIPAL DE DISTRITO DE COBANO;91;84;757917027;0.07
2020;INSTITUTO DE FOMENTO Y ASESORIA MUNICIPAL (IFAM);77;64;753959797;0.07
2020;BANCO HIPOTECARIO DE LA VIVIENDA (BANHVI);157;146;747335729;0.07
2020;MUNICIPALIDAD DE PARRITA;73;56;737034977;0.07
2020;MUNICIPALIDAD DE LIBERIA;59;52;728293646;0.06
2020;MINISTERIO DE AMBIENTE Y ENERGIA (MINAE);79;58;718661817;0.06
2020;INSTITUTO DEL CAFE DE COSTA RICA;134;121;715023683;0.06
2020;COLEGIO UNIVERSITARIO DE LIMON;87;85;710182145;0.06
2020;MINISTERIO DE HACIENDA;98;84;690662880;0.06
2020;MUNICIPALIDAD DE PUNTARENAS;374;339;677907369;0.06
2020;HOSPITAL TOMAS CASAS CASAJUS CIUDAD CORTES;77;74;674200625;0.06
2020;MUNICIPALIDAD DE SAN PABLO DE HEREDIA;99;90;668094733;0.06
2020;AUTORIDAD REGULADORA DE LOS SERVICIOS PUBLICOS;80;72;666748395;0.06
2020;MUNICIPALIDAD DE ACOSTA;108;106;646226664;0.06
2020;MUNICIPALIDAD DE EL GUARCO;198;180;644483159;0.06
2020;INSTITUTO NACIONAL DE INNOVACION TECNOLOGICA AGROPECUARIA INTA;102;92;638695734;0.06
2020;MUNICIPALIDAD DE TURRUBARES;77;62;632873011;0.06
2020;MUNICIPALIDAD DE TILARAN;54;49;632388472;0.06
2020;MUNICIPALIDAD DE POAS;189;153;610433852;0.05
2020;MUNICIPALIDAD DE HOJANCHA;117;112;609488528;0.05
2020;MINISTERIO DE JUSTICIA Y PAZ;130;104;609419193;0.05
2020;MINISTERIO DE AGRICULTURA Y GANADERIA;54;36;579233899;0.05
2020;MUNICIPALIDAD DE TALAMANCA;151;125;572373354;0.05
2020;JUNTA ADMINISTRATIVA DE LA DIRECCION GENERAL DE MIGRACION Y EXTRANJERI;48;43;559041832;0.05
2020;MUNICIPALIDAD DE ZARCERO;81;66;555042226;0.05
2020;MUNICIPALIDAD DE DESAMPARADOS;205;159;537991562;0.05
2020;MUNICIPALIDAD DE ABANGARES;92;88;488748955;0.04
2020;MUNICIPALIDAD DE SAN ISIDRO DE HEREDIA;98;79;461831145;0.04
2020;MUNICIPALIDAD DE TIBAS;86;76;455686858;0.04
2020;HOSPITAL MAX TERAN VALLS DE QUEPOS;47;46;443218286;0.04
2020;JUNTA ADMINISTRATIVA DE LA IMPRENTA NACIONAL;72;55;438255421;0.04
2020;MUNICIPALIDAD DE BELEN;127;106;435212332;0.04
2020;MUNICIPALIDAD DE MORA;174;152;426379160;0.04
2020;MUNICIPALIDAD DE OROTINA;104;77;422624310;0.04
2020;HOSPITAL DE SAN VITO DE COTO BRUS;31;27;419318392;0.04
2020;BN-VITAL OPERADORA DE PENSIONES COMPLEMENTARIAS SA;83;73;413045445;0.04
2020;HOSPITAL LOS CHILES -REGION HUETAR NORTE;25;22;404659622;0.04
2020;INSTITUTO NACIONAL DE VIVIENDA Y URBANISMO;55;42;403592077;0.04
2020;CONCEJO MUNICIPAL DEL DISTRITO DE PAQUERA PUNTARENAS;58;48;397313228;0.04
2020;MUNICIPALIDAD DE NARANJO;79;56;396921056;0.04
2020;MUNICIPALIDAD DE ALVARADO DE PACAYAS;93;69;395667836;0.04
2020;MUNICIPALIDAD DE ALAJUELITA;112;103;391105827;0.03
2020;TEATRO POPULAR MELICO SALAZAR;79;62;387369697;0.03
2020;MUNICIPALIDAD DE VASQUEZ DE CORONADO;243;200;367799265;0.03
2020;MUSEO NACIONAL DE COSTA RICA;139;122;363334657;0.03
2020;MUNICIPALIDAD DE FLORES;53;37;346712620;0.03
2020;OPERADORA DE PLANES DE PENSIONES COMPLEMENTARIAS DEL BANCO POPULAR Y D;35;29;343093601;0.03
2020;SISTEMA NACIONAL DE ACREDITACION DE LA EDUCACION SUPERIOR (SINAES);45;37;341673961;0.03
2020;CONTRALORIA GENERAL DE LA REPUBLICA DE COSTA RICA;166;148;338090711;0.03
2020;MUNICIPALIDAD DE OREAMUNO;12;8;318184703;0.03
2020;MUNICIPALIDAD DE ATENAS;131;102;313885408;0.03
2020;MUNICIPALIDAD DE GUATUSO;156;151;307505102;0.03
2020;UNION NACIONAL DE GOBIERNOS LOCALES;101;91;295069660;0.03
2020;HOSPITAL DE GUAPILES;61;58;291540319;0.03
2020;BN VALORES PUESTO DE BOLSA SA;56;48;287578932;0.03
2020;CIUDAD DE LOS NIÑOS (NO USAR);544;506;287117998;0.03
2020;MUNICIPALIDAD DE OSA;77;64;284996366;0.03
2020;POPULAR VALORES PUESTO DE BOLSA SA;28;27;279521306;0.02
2020;CONSEJO NACIONAL DE PRODUCCION;23;7;275818190;0.02
2020;SERVICIO FITOSANITARIO DEL ESTADO;88;71;266925864;0.02
2020;MINISTERIO DE RELACIONES EXTERIORES Y CULTO;123;99;265804113;0.02
2020;CONCEJO MUNICIPAL DE DISTRITO DE COLORADO DE ABANGARES;108;104;261057456;0.02
2020;MINISTERIO DE LA PRESIDENCIA;97;70;260643061;0.02
2020;MUNICIPALIDAD DE SARCHI;74;64;258650651;0.02
2020;INSTITUTO COSTARRICENSE DE PESCA Y ACUICULTURA;24;21;253454904;0.02
2020;MINISTERIO DE COMERCIO EXTERIOR;15;14;236289772;0.02
2020;COMITE CANTONAL DE DEPORTE Y RECREACION DE BELEN;51;40;235715641;0.02
2020;SISTEMA NACIONAL DE EDUCACION MUSICAL;22;20;234150837;0.02
2020;CORPORACION GANADERA;55;36;230260568;0.02
2020;CONCEJO MUNICIPAL DE DISTRITO DE MONTEVERDE DE PUNTARENAS;77;68;226991841;0.02
2020;MUNICIPALIDAD DE LEON CORTES;6;6;222714386;0.02
2020;DIRECCION NACIONAL DE NOTARIADO;58;37;219189471;0.02
2020;JUNTA ADMINISTRATIVA PORTUARIA Y DE DESARROLLO ECONOMICO DE LA VERTIEN;92;70;217977576;0.02
2020;CONSEJO DE TRANSPORTE PUBLICO;67;51;213849055;0.02
2020;MUNICIPALIDAD DE SANTA BARBARA DE HEREDIA;47;30;207682477;0.02
2020;MINISTERIO DE TRABAJO Y SEGURIDAD SOCIAL;63;55;206572779;0.02
2020;CONCEJO MUNICIPAL DE DISTRITO DE CERVANTES;239;199;198333593;0.02
2020;INSTITUTO NACIONAL DE FOMENTO COOPERATIVO;39;30;194319989;0.02
2020;FIDEICOMISO INMOBILIARIO JUDESUR BCR;7;7;192880945;0.02
2020;CONSEJO NACIONAL DE LA POLITICA PUBLICA DE LA PERSONA JOVEN;24;19;189009575;0.02
2020;COMITE CANTONAL DE DEPORTE Y RECREACION DE CARTAGO;88;78;187140479;0.02
2020;MUNICIPALIDAD DE QUEPOS;93;73;181897613;0.02
2020;MINISTERIO DE CIENCIA. TECNOLOGIA Y TELECOMUNICACIONES (MICITT);52;44;180616203;0.02
2020;CONCEJO MUNICIPAL DE DISTRITO LEPANTO;21;20;179533232;0.02
2020;PROCURADURIA GENERAL DE LA REPUBLICA;56;45;177527971;0.02
2020;TEATRO NACIONAL;56;46;174944800;0.02
2020;DEFENSORIA DE LOS HABITANTES DE LA REPUBLICA;117;99;170017899;0.02
2020;TRIBUNAL REGISTRAL ADMINISTRATIVO;67;61;167895718;0.01
2020;FONDO NACIONAL DE FINANCIAMIENTO FORESTAL;117;87;167809423;0.01
2020;SISTEMA DE EMERGENCIAS 911;31;21;163969643;0.01
2020;FONDO NACIONAL DE BECAS;6;6;154271832;0.01
2020;FEDERACION MUNICIPAL DEL CARIBE COSTARRICENSE Y ASOCIADOS;42;29;152894077;0.01
2020;FUNDACION DEL PARQUE MARINO DEL PACIFICO;38;31;150946674;0.01
2020;FIDEICOMISO INMOBILIARIO ASAMBLEA LEGISLATIVA/BCR 2011;2;1;150922800;0.01
2020;INS SERVICIOS SOCIEDAD ANONIMA;85;72;147195516;0.01
2020;MUNICIPALIDAD DE LOS CHILES;77;57;132146959;0.01
2020;CORPORACION ARROCERA NACIONAL;161;162;123611304;0.01
2020;COLEGIO DE ABOGADOS DE COSTA RICA;34;27;117536740;0.01
2020;MUSEO DE ARTE COSTARRICENSE;32;24;117455049;0.01
2020;COMISION NACIONAL PARA LA GESTION DE LA BIODIVERSIDAD;11;8;116497624;0.01
2020;POPULAR SEGUROS CORREDURIA DE SEGUROS SOCIEDAD ANONIMA;73;69;103865063;0.01
2020;LABORATORIO COSTARRICENSE DE METROLOGIA;31;27;102173807;0.01
2020;BN SOCIEDAD ADMINISTRADORA DE FONDOS DE INVERSION SA;23;21;98643378;0.01
2020;LIGA AGRICOLA INDUSTRIAL DE LA CAÑA;54;49;95234492;0.01
2020;MUNICIPALIDAD DE RIO CUARTO;20;20;94381622;0.01
2020;INS VALORES PUESTO DE BOLSA SOCIEDAD ANONIMA;13;9;92510505;0.01
2020;MUNICIPALIDAD DE PALMARES;44;26;89476490;0.01
2020;ASOCIACION COSTARRICENSE PARA EL TAMIZAJE Y LA PREVENCION DE DISCAPACI;44;41;87821822;0.01
2020;OPERADORA DE PENSIONES COMPLEMENTARIAS Y DE CAPITALIZACION LABORAL DE;32;24;85566717;0.01
2020;CONSEJO NACIONAL DE CLUBES 4-S;12;8;76376947;0.01
2020;ASOCIACION CRUZ ROJA COSTARRICENSE;34;33;71011735;0.01
2020;MUNICIPALIDAD DE DOTA;23;23;69375019;0.01
2020;CONSEJO NACIONAL DE LA PERSONA ADULTA MAYOR;43;29;66648318;0.01
2020;BCR PENSION OPERADORA DE PLANES DE PENSIONES COMPLEMENTARIAS SOCIEDAD;21;17;64912181;0.01
2020;JUNTA ADMINISTRATIVA DE CEMENTERIOS DE GOICOECHEA;115;42;60731896;0.01
2020;BCR VALORES PUESTO DE BOLSA SA;42;36;58560351;0.01
2020;BCR SOCIEDAD ADMINISTRADORA DE FONDOS DE INVERSION SOCIEDAD ANONIMA;23;17;57830020;0.01
2020;BN CORREDORA DE SEGUROS SA;52;40;57513523;0.01
2020;COMITE CANTONAL DE DEPORTE Y RECREACION DE ESCAZU;48;34;55294778;0
2020;MINISTERIO DE ECONOMIA INDUSTRIA Y COMERCIO;37;29;50489119;0
2020;CONSEJO NACIONAL DE CONCESIONES;54;42;48119382;0
2020;BCR CORREDORA DE SEGUROS SOCIEDAD ANONIMA;18;15;47268372;0
2020;MUSEO DE ARTE Y DISEÑO CONTEMPORANEO;28;24;46818385;0
2020;PROMOTORA COSTARRICENSE DE INNOVACION E INVESTIGACION;26;23;44794242;0
2020;MINISTERIO DE PLANIFICACION NACIONAL Y POLITICA ECONOMICA;20;16;42516256;0
2020;MINISTERIO DE VIVIENDA Y ASENTAMIENTOS HUMANOS;19;14;37703926;0
2020;POPULAR SOCIEDAD DE FONDOS DE INVERSION SOCIEDAD ANONIMA;13;9;35821759;0
2020;MUNICIPALIDAD DE SAN MATEO;23;13;33564238;0
2020;JUNTA DE DESARROLLO REGIONAL DE LA ZONA SUR DE LA PROVINCIA DE PUNTARE;10;8;32548205;0
2020;COLEGIO DE PERIODISTAS DE COSTA RICA;24;24;28415474;0
2020;COMITE CANTONAL DE DEPORTE Y RECREACION DE HEREDIA (NO USAR);27;21;27341635;0
2020;CENTRO COSTARRICENSE DE PRODUCCION CINEMATOGRAFICA;10;6;26074528;0
2020;JUNTA ADMINISTRATIVA DEL CEMENTERIO GENERAL Y LAS ROSAS DE ALAJUELA;62;57;22081905;0
2020;AGENCIA DE PROTECCION DE DATOS DE LOS HABITANTES (PRODHAB);6;5;18650257;0
2020;MUSEO DOCTOR RAFAEL ANGEL CALDERON GUARDIA;2;2;11897536;0
2020;OFICINA NACIONAL FORESTAL;11;9;11757351;0
2020;CONSEJO NACIONAL DE INVESTIGACION EN SALUD (CONIS);3;1;9944000;0
2020;CENTRO CULTURAL E HISTORICO JOSE FIGUERES FERRER;20;15;9015252;0
2020;FUNDACION MUNDO DE OPORTUNIDADES;1;1;8844250;0
2020;COMITE CANTONAL DE DEPORTE Y RECREACION DE MORAVIA;15;10;8770172;0
2020;CONSEJO DE SALUD OCUPACIONAL;9;7;8274566;0
2020;INS INVERSIONES SOCIEDAD ADMINISTRADORA DE FONDOS DE INVERSION SOCIEDA;3;3;7837120;0
2020;ASOCIACION CARTAGINESA ATENCION CIUDADANOS TERCERA EDAD (ASCATE);6;6;7382535;0
2020;MINISTERIO DE GOBERNACION Y POLICIA;15;12;7340419;0
2020;CONSEJO SUPERIOR DE EDUCACION;11;8;6044842;0
2020;MUSEO HISTORICO CULTURAL JUAN SANTAMARIA;8;6;5873080;0
2020;COMITE CANTONAL DE DEPORTE Y RECREACION DE ALAJUELA;10;4;5846076;0
2020;ALMACEN FISCAL AGRICOLA DE CARTAGO SA;2;2;5620020;0
2020;PATRONATO NACIONAL DE CIEGOS;4;4;4481189;0
2020;COMITE CANTONAL DE DEPORTE Y RECREACION DE LIBERIA;2;2;3033045;0
2020;OFICINA DE COOPERACION INTERNACIONAL DE LA SALUD;3;2;1649800;0
2020;DEPOSITO AGRICOLA DE CARTAGO SA;2;1;1335818;0
2020;COMISION NACIONAL DE VACUNACION Y EPIDEMIOLOGIA;1;0;0;0
2020;COMITE CANTONAL DE DEPORTE Y RECREACION DE PEREZ ZELEDON;1;0;0;0
2020;COMITE CANTONAL DE DEPORTE Y RECREACION DE SANTA CRUZ;2;0;0;0
2020;INS RED DE SERVICIOS DE SALUD SOCIEDAD ANONIMA;1;1;0;0
2020;JUNTA ADMINISTRATIVA DEL LICEO DE TAMBOR;1;0;0;0
2020;MUNICIPALIDAD DE JIMENEZ;4;3;0;0
2021;CAJA COSTARRICENSE DE SEGURO SOCIAL (CCSS);4586;3766;189240594560;25.27
2021;INSTITUTO NACIONAL DE SEGUROS (INS);1290;1198;43938960656;5.87
2021;INSTITUTO COSTARRICENSE DE ELECTRICIDAD;980;776;41835462936;5.59
2021;INSTITUTO COSTARRICENSE DE ACUEDUCTOS Y ALCANTARILLADOS (AYA);1867;1755;38767169703;5.18
2021;BANCO POPULAR Y DE DESARROLLO COMUNAL;67;64;30226481003;4.04
2021;FUNDACION OMAR DENGO;28;28;26059892746;3.48
2021;REFINADORA COSTARRICENSE DE PETROLEO SOCIEDAD ANONIMA (RECOPE);264;184;20999631138;2.8
2021;COMISION NACIONAL DE PREVENCION DE RIESGOS Y ATENCION DE EMERGENCIAS;648;525;19855131024;2.65
2021;EMPRESA DE SERVICIOS PUBLICOS DE HEREDIA SOCIEDAD ANONIMA;1879;1871;15793440996;2.11
2021;INSTITUTO NACIONAL DE APRENDIZAJE (INA);980;793;14427104453;1.93
2021;UNIVERSIDAD DE COSTA RICA;761;690;13191060230;1.76
2021;COMPAÑIA NACIONAL DE FUERZA Y LUZ;1296;1194;12539249569;1.67
2021;INSTITUTO DE DESARROLLO RURAL (INDER);292;270;11535405672;1.54
2021;CONSEJO NACIONAL DE VIALIDAD;66;51;10293147965;1.37
2021;FABRICA NACIONAL DE LICORES (FANAL);128;116;9050257084;1.21
2021;CORTE SUPREMA DE JUSTICIA PODER JUDICIAL;2152;1487;8692492258;1.16
2021;BANCO CENTRAL DE COSTA RICA;451;425;8026643381;1.07
2021;BANCO NACIONAL DE COSTA RICA;209;182;6080648259;0.81
2021;MUNICIPALIDAD DE TURRUBARES;59;48;5421385123;0.72
2021;BANCO DE COSTA RICA;387;310;5131383085;0.69
2021;UNIVERSIDAD NACIONAL (UNA);386;321;4894258391;0.65
2021;JUNTA DE PROTECCION SOCIAL DE SAN JOSE;163;123;4868678013;0.65
2021;MUNICIPALIDAD DE SAN JOSE;1405;1185;4857151891;0.65
2021;UNIVERSIDAD ESTATAL A DISTANCIA (UNED);542;400;4676244491;0.62
2021;MUNICIPALIDAD DE CARTAGO;480;378;4582000579;0.61
2021;MUNICIPALIDAD DE ALAJUELITA;110;96;4575308255;0.61
2021;MUNICIPALIDAD DE ALAJUELA;257;187;4483832111;0.6
2021;INSTITUTO NACIONAL DE LAS MUJERES;38;34;4124763655;0.55
2021;BENEMERITO CUERPO DE BOMBEROS DE COSTA RICA;64;53;4115171991;0.55
2021;INSTITUTO TECNOLOGICO DE COSTA RICA (ITCR);406;339;3962726855;0.53
2021;HOSPITAL DOCTOR CALDERON GUARDIA;8;30;3949964303;0.53
2021;INSTITUTO COSTARRICENSE DE TURISMO (ICT);158;130;3766488929;0.5
2021;MUNICIPALIDAD DE GARABITO;263;211;3741062013;0.5
2021;INSTITUTO COSTARRICENSE DEL DEPORTE Y LA RECREACION (ICODER);66;56;3653586395;0.49
2021;INSTITUTO COSTARRICENSE DE FERROCARRILES;91;91;3585274458;0.48
2021;CONSEJO RECTOR SISTEMA DE BANCA PARA EL DESARROLLO;77;59;3582486794;0.48
2021;CONSEJO DE SEGURIDAD VIAL;182;155;3112373101;0.42
2021;MUNICIPALIDAD DE SANTA ANA;373;317;3070942510;0.41
2021;MUNICIPALIDAD DE POCOCI;230;204;2907349558;0.39
2021;MUNICIPALIDAD DE SANTA CRUZ;207;159;2898590456;0.39
2021;MUNICIPALIDAD DE PEREZ ZELEDON;495;440;2879943049;0.38
2021;MINISTERIO DE SEGURIDAD PUBLICA;301;252;2856342587;0.38
2021;MUNICIPALIDAD DE DESAMPARADOS;441;394;2680360360;0.36
2021;MUNICIPALIDAD DE HEREDIA;386;304;2675326386;0.36
2021;INSTITUTO COSTARRICENSE DE PUERTOS DEL PACIFICO;253;216;2611034798;0.35
2021;PATRONATO NACIONAL DE LA INFANCIA (PANI);272;223;2581235946;0.34
2021;MUNICIPALIDAD DE BUENOS AIRES;238;206;2520544109;0.34
2021;JUNTA ADMINISTRATIVA DEL REGISTRO NACIONAL;98;81;2334164055;0.31
2021;MUNICIPALIDAD DE UPALA;111;90;2275993868;0.3
2021;DIRECCION GENERAL DE AVIACION CIVIL;233;184;2270494144;0.3
2021;CORPORACION BANANERA NACIONAL;1356;1237;2221134885;0.3
2021;MUNICIPALIDAD DE NICOYA;238;200;2209332471;0.3
2021;MUNICIPALIDAD DE TURRIALBA;484;439;2147207606;0.29
2021;INSTITUTO MIXTO DE AYUDA SOCIAL;160;148;2109512038;0.28
2021;MUNICIPALIDAD DE SANTO DOMINGO DE HEREDIA;225;208;1817164286;0.24
2021;MUNICIPALIDAD DE CURRIDABAT;164;126;1661572109;0.22
2021;HOSPITAL SAN VICENTE DE PAUL;1;12;1632039122;0.22
2021;JUNTA ADMINISTRATIVA DEL SERVICIO ELECTRICO MUNICIPAL DE CARTAGO (JASE;116;95;1613554147;0.22
2021;MUNICIPALIDAD DE GUACIMO;186;147;1611889129;0.22
2021;MUNICIPALIDAD DE BAGACES;78;77;1609816622;0.21
2021;MUNICIPALIDAD DE ESPARZA;199;160;1598566699;0.21
2021;MUNICIPALIDAD DE SARAPIQUI;288;228;1567523194;0.21
2021;ASAMBLEA LEGISLATIVA;94;73;1529356769;0.2
2021;SERVICIO NACIONAL DE AGUAS SUBTERRANEAS RIEGO Y AVENAMIENTO;220;186;1521759548;0.2
2021;TRIBUNAL SUPREMO DE ELECCIONES;398;365;1521459944;0.2
2021;MUNICIPALIDAD DE LA CRUZ GUANACASTE;172;152;1504625386;0.2
2021;MUNICIPALIDAD DE LIMON;178;141;1458354925;0.19
2021;MUNICIPALIDAD DE SAN RAFAEL DE HEREDIA;265;233;1458041239;0.19
2021;MINISTERIO DE JUSTICIA Y PAZ;132;120;1453838064;0.19
2021;MUNICIPALIDAD DE TARRAZU;91;83;1437460174;0.19
2021;MUNICIPALIDAD DE OREAMUNO;25;20;1395597715;0.19
2021;MUNICIPALIDAD DE OROTINA;109;101;1386653124;0.19
2021;PROMOTORA DE COMERCIO EXTERIOR DE COSTA RICA;69;63;1380373291;0.18
2021;MUNICIPALIDAD DE MATINA;137;116;1358185789;0.18
2021;MUNICIPALIDAD DE LA UNION;203;176;1354124136;0.18
2021;CONSEJO NACIONAL DE RECTORES (CONARE);168;141;1346853626;0.18
2021;UNIVERSIDAD TECNICA NACIONAL (UTN);449;375;1322307788;0.18
2021;MUNICIPALIDAD DE GOICOECHEA;376;229;1317037622;0.18
2021;MUNICIPALIDAD DE FLORES;87;71;1269080162;0.17
2021;MUNICIPALIDAD DE SAN CARLOS;425;367;1263845714;0.17
2021;MINISTERIO DE CULTURA Y JUVENTUD;240;218;1228839971;0.16
2021;INSTITUTO COSTARRICENSE DE PESCA Y ACUICULTURA;39;35;1185313409;0.16
2021;SUPERINTENDENCIA DE TELECOMUNICACIONES (SUTEL);35;25;1165667069;0.16
2021;MUNICIPALIDAD DE CAÑAS;263;255;1156891764;0.15
2021;CORREOS DE COSTA RICA S.A.;80;60;1119486721;0.15
2021;MUNICIPALIDAD DE ASERRI;229;192;1106143434;0.15
2021;MUNICIPALIDAD DE LIBERIA;110;79;1105059023;0.15
2021;MUNICIPALIDAD DE PURISCAL;154;124;1102429142;0.15
2021;MUNICIPALIDAD DE ESCAZU;241;166;1082340160;0.14
2021;MUNICIPALIDAD DE PARRITA;105;97;1031127791;0.14
2021;MUNICIPALIDAD DE MORAVIA;299;247;1015301035;0.14
2021;MUNICIPALIDAD DE BARVA;49;46;1008511694;0.13
2021;RADIOGRAFICA COSTARRICENSE S. A;61;56;988393728;0.13
2021;PATRONATO DE CONSTRUCCIONES INSTALACIONES Y ADQ DE BIENES;0;2;987236233;0.13
2021;MUNICIPALIDAD DE SAN ISIDRO DE HEREDIA;131;118;983824924;0.13
2021;INSTITUTO NACIONAL DE VIVIENDA Y URBANISMO;49;44;970157338;0.13
2021;MUNICIPALIDAD DE PARAISO;231;197;955576576;0.13
2021;INSTITUTO COSTARRICENSE DE INVESTIGACION Y ENSEÑANZA EN NUTRICION Y SA;53;47;946821907;0.13
2021;HOSPITAL CARLOS VALVERDE VEGA;0;2;868720208;0.12
2021;MUNICIPALIDAD DE COTO BRUS;115;101;858853437;0.11
2021;COLEGIO UNIVERSITARIO DE CARTAGO;253;206;851390879;0.11
2021;MUNICIPALIDAD DE MORA;272;219;835038330;0.11
2021;MUNICIPALIDAD DE GRECIA;402;329;832379173;0.11
2021;MUNICIPALIDAD DE ACOSTA;88;80;817485729;0.11
2021;MUNICIPALIDAD DE MONTES DE OCA;233;195;782705082;0.1
2021;MUNICIPALIDAD DE VASQUEZ DE CORONADO;173;158;762211135;0.1
2021;DIRECCION NACIONAL DE CENTROS DE EDUCACION Y NUTRICION Y DE CENTROS DE;56;38;743637701;0.1
2021;MUNICIPALIDAD DE SAN PABLO DE HEREDIA;106;96;742833586;0.1
2021;MUNICIPALIDAD DE TILARAN;88;78;734090424;0.1
2021;JUNTA ADMINISTRATIVA PORTUARIA Y DE DESARROLLO ECONOMICO DE LA VERTIEN;158;123;712530551;0.1
2021;PROGRAMA INTEGRAL DE MERCADEO AGROPECUARIO;122;106;708635496;0.09
2021;MUNICIPALIDAD DE SAN RAMON;129;107;699789118;0.09
